Timestamp,Values
2024-06-26 09:59:35,97
2024-06-26 09:59:52,97
2024-06-26 10:00:07,97
2024-06-26 10:00:23,97
2024-06-26 10:00:26,97
2024-06-26 10:00:41,97
2024-06-26 10:00:58,97
2024-06-26 10:01:14,97
2024-06-26 10:01:31,97
2024-06-26 10:01:47,97
2024-06-26 10:02:05,97
2024-06-26 10:02:20,97
2024-06-26 10:02:36,97
2024-06-26 10:02:52,97
2024-06-26 10:03:08,97
2024-06-26 10:03:10,97
2024-06-26 10:03:26,97
2024-06-26 10:03:44,97
2024-06-26 10:03:59,97
2024-06-26 10:04:14,97
2024-06-26 10:04:32,97
2024-06-26 10:04:48,97
2024-06-26 10:05:05,97
2024-06-26 10:05:21,97
2024-06-26 10:05:37,97
2024-06-26 10:05:53,97
2024-06-26 10:05:54,97
2024-06-26 10:06:11,97
2024-06-26 10:06:28,97
2024-06-26 10:06:43,97
2024-06-26 10:07:00,97
2024-06-26 10:07:17,97
2024-06-26 10:07:34,97
2024-06-26 10:07:49,97
2024-06-26 10:08:07,97
2024-06-26 10:08:22,97
2024-06-26 10:08:38,97
2024-06-26 10:08:54,97
2024-06-26 10:08:57,97
2024-06-26 10:09:12,97
2024-06-26 10:09:28,97
2024-06-26 10:09:45,97
2024-06-26 10:10:02,97
2024-06-26 10:10:18,97
2024-06-26 10:10:35,97
2024-06-26 10:10:52,97
2024-06-26 10:11:06,96
2024-06-26 10:11:23,96
2024-06-26 10:11:24,96
2024-06-26 10:11:40,96
2024-06-26 10:11:57,96
2024-06-26 10:12:14,96
2024-06-26 10:12:30,96
2024-06-26 10:12:48,96
2024-06-26 10:13:02,96
2024-06-26 10:13:20,96
2024-06-26 10:13:36,96
2024-06-26 10:13:52,96
2024-06-26 10:14:08,96
2024-06-26 10:14:10,96
2024-06-26 10:14:26,96
2024-06-26 10:14:42,96
2024-06-26 10:14:58,96
2024-06-26 10:15:15,96
2024-06-26 10:15:32,96
2024-06-26 10:15:49,96
2024-06-26 10:16:05,96
2024-06-26 10:16:20,96
2024-06-26 10:16:37,96
2024-06-26 10:16:53,96
2024-06-26 10:17:09,96
2024-06-26 10:17:10,96
2024-06-26 10:17:27,96
2024-06-26 10:17:45,96
2024-06-26 10:17:59,96
2024-06-26 10:18:16,96
2024-06-26 10:18:33,96
2024-06-26 10:18:49,96
2024-06-26 10:19:05,96
2024-06-26 10:19:22,96
2024-06-26 10:19:38,96
2024-06-26 10:19:54,96
2024-06-26 10:20:10,96
2024-06-26 10:20:13,96
2024-06-26 10:20:28,96
2024-06-26 10:20:44,96
2024-06-26 10:21:01,96
2024-06-26 10:21:18,96
2024-06-26 10:21:34,96
2024-06-26 10:21:51,96
2024-06-26 10:22:08,96
2024-06-26 10:22:22,96
2024-06-26 10:22:39,96
2024-06-26 10:22:40,96
2024-06-26 10:22:56,96
2024-06-26 10:23:13,96
2024-06-26 10:23:30,96
2024-06-26 10:23:47,96
2024-06-26 10:24:02,96
2024-06-26 10:24:19,96
2024-06-26 10:24:36,96
2024-06-26 10:24:52,96
2024-06-26 10:25:08,96
2024-06-26 10:25:24,96
2024-06-26 10:25:26,96
2024-06-26 10:25:42,96
2024-06-26 10:25:57,96
2024-06-26 10:26:15,96
2024-06-26 10:26:31,96
2024-06-26 10:26:48,96
2024-06-26 10:27:05,96
2024-06-26 10:27:19,96
2024-06-26 10:27:37,96
2024-06-26 10:27:53,96
2024-06-26 10:28:09,96
2024-06-26 10:28:25,96
2024-06-26 10:28:26,96
2024-06-26 10:29:16,96
2024-06-26 10:29:32,96
2024-06-26 10:29:49,96
2024-06-26 10:30:05,96
2024-06-26 10:30:22,96
2024-06-26 10:30:38,96
2024-06-26 10:30:53,96
2024-06-26 10:31:11,96
2024-06-26 10:31:27,96
2024-06-26 10:31:44,96
2024-06-26 10:32:01,96
2024-06-26 10:32:18,96
2024-06-26 10:32:35,96
2024-06-26 10:32:50,96
2024-06-26 10:33:06,96
2024-06-26 10:33:23,96
2024-06-26 10:33:38,95
2024-06-26 10:33:55,95
2024-06-26 10:33:57,95
2024-06-26 10:34:12,95
2024-06-26 10:34:29,95
2024-06-26 10:34:47,95
2024-06-26 10:35:02,95
2024-06-26 10:35:18,95
2024-06-26 10:35:35,95
2024-06-26 10:35:52,95
2024-06-26 10:36:08,95
2024-06-26 10:36:23,95
2024-06-26 10:36:40,95
2024-06-26 10:36:42,95
2024-06-26 10:36:58,95
2024-06-26 10:37:14,95
2024-06-26 10:37:30,95
2024-06-26 10:37:47,95
2024-06-26 10:38:21,95
2024-06-26 10:38:36,95
2024-06-26 10:38:53,95
2024-06-26 10:39:08,95
2024-06-26 10:39:25,95
2024-06-26 10:39:26,95
2024-06-26 10:39:43,95
2024-06-26 10:40:01,95
2024-06-26 10:40:15,95
2024-06-26 10:40:32,95
2024-06-26 10:40:49,95
2024-06-26 10:41:05,95
2024-06-26 10:41:22,95
2024-06-26 10:41:38,94
2024-06-26 10:41:53,94
2024-06-26 10:41:55,94
2024-06-26 10:42:10,94
2024-06-26 10:42:29,94
2024-06-26 10:42:44,94
2024-06-26 10:43:00,94
2024-06-26 10:43:17,94
2024-06-26 10:43:34,94
2024-06-26 10:43:50,94
2024-06-26 10:44:08,94
2024-06-26 10:44:22,94
2024-06-26 10:44:38,94
2024-06-26 10:44:55,94
2024-06-26 10:44:56,94
2024-06-26 10:45:13,94
2024-06-26 10:45:29,94
2024-06-26 10:45:46,94
2024-06-26 10:46:01,94
2024-06-26 10:46:19,94
2024-06-26 10:46:35,94
2024-06-26 10:46:52,94
2024-06-26 10:47:08,94
2024-06-26 10:47:24,94
2024-06-26 10:47:40,94
2024-06-26 10:47:41,94
2024-06-26 10:47:57,94
2024-06-26 10:48:14,94
2024-06-26 10:48:30,94
2024-06-26 10:48:48,94
2024-06-26 10:49:02,94
2024-06-26 10:49:20,94
2024-06-26 10:49:37,94
2024-06-26 10:49:53,94
2024-06-26 10:50:09,94
2024-06-26 10:50:24,94
2024-06-26 10:50:27,94
2024-06-26 10:50:42,94
2024-06-26 10:50:59,94
2024-06-26 10:51:15,94
2024-06-26 10:51:32,94
2024-06-26 10:51:48,94
2024-06-26 10:52:05,94
2024-06-26 10:52:21,94
2024-06-26 10:52:37,94
2024-06-26 10:52:54,94
2024-06-26 10:53:10,94
2024-06-26 10:53:26,94
2024-06-26 10:53:42,94
2024-06-26 10:53:45,94
2024-06-26 10:54:01,93
2024-06-26 10:54:16,93
2024-06-26 10:54:33,93
2024-06-26 10:54:50,93
2024-06-26 10:55:06,93
2024-06-26 10:55:23,93
2024-06-26 10:55:40,93
2024-06-26 10:55:54,93
2024-06-26 10:56:11,93
2024-06-26 10:56:12,93
2024-06-26 10:56:28,93
2024-06-26 10:56:46,93
2024-06-26 10:57:02,93
2024-06-26 10:57:19,93
2024-06-26 10:57:35,93
2024-06-26 10:57:50,93
2024-06-26 10:58:08,93
2024-06-26 10:58:24,93
2024-06-26 10:58:56,92
2024-06-26 10:58:57,93
2024-06-26 10:59:14,93
2024-06-26 10:59:29,92
2024-06-26 10:59:47,92
2024-06-26 11:00:04,92
2024-06-26 11:00:20,92
2024-06-26 11:00:37,92
2024-06-26 11:00:52,92
2024-06-26 11:01:10,92
2024-06-26 11:01:25,92
2024-06-26 11:01:41,92
2024-06-26 11:01:57,92
2024-06-26 11:01:59,92
2024-06-26 11:02:16,92
2024-06-26 11:02:32,92
2024-06-26 11:02:48,92
2024-06-26 11:03:05,92
2024-06-26 11:03:21,92
2024-06-26 11:03:38,92
2024-06-26 11:03:55,92
2024-06-26 11:04:10,91
2024-06-26 11:04:26,91
2024-06-26 11:04:28,91
2024-06-26 11:04:44,91
2024-06-26 11:04:59,91
2024-06-26 11:05:17,91
2024-06-26 11:05:34,91
2024-06-26 11:05:50,91
2024-06-26 11:06:07,91
2024-06-26 11:06:22,91
2024-06-26 11:06:39,91
2024-06-26 11:06:55,91
2024-06-26 11:07:11,91
2024-06-26 11:07:13,91
2024-06-26 11:07:29,91
2024-06-26 11:07:45,91
2024-06-26 11:08:01,91
2024-06-26 11:08:18,91
2024-06-26 11:08:35,90
2024-06-26 11:08:51,90
2024-06-26 11:09:08,90
2024-06-26 11:09:23,90
2024-06-26 11:09:41,90
2024-06-26 11:09:56,90
2024-06-26 11:10:12,90
2024-06-26 11:10:14,90
2024-06-26 11:10:31,90
2024-06-26 11:10:47,90
2024-06-26 11:11:02,90
2024-06-26 11:11:20,90
2024-06-26 11:11:36,90
2024-06-26 11:12:09,90
2024-06-26 11:12:26,90
2024-06-26 11:12:41,90
2024-06-26 11:12:57,90
2024-06-26 11:12:59,90
2024-06-26 11:13:15,90
2024-06-26 11:13:31,90
2024-06-26 11:13:49,90
2024-06-26 11:14:05,90
2024-06-26 11:14:22,90
2024-06-26 11:14:37,90
2024-06-26 11:14:54,90
2024-06-26 11:15:11,90
2024-06-26 11:15:26,90
2024-06-26 11:15:42,90
2024-06-26 11:15:44,90
2024-06-26 11:16:01,90
2024-06-26 11:16:17,90
2024-06-26 11:16:33,90
2024-06-26 11:16:50,90
2024-06-26 11:17:06,90
2024-06-26 11:17:23,90
2024-06-26 11:17:39,90
2024-06-26 11:17:56,90
2024-06-26 11:18:11,90
2024-06-26 11:18:27,90
2024-06-26 11:18:28,90
2024-06-26 11:18:45,90
2024-06-26 11:19:02,90
2024-06-26 11:19:19,90
2024-06-26 11:19:35,90
2024-06-26 11:19:50,90
2024-06-26 11:20:08,90
2024-06-26 11:20:24,90
2024-06-26 11:20:41,90
2024-06-26 11:20:56,90
2024-06-26 11:21:12,90
2024-06-26 11:21:15,90
2024-06-26 11:21:30,90
2024-06-26 11:21:47,90
2024-06-26 11:22:02,90
2024-06-26 11:22:19,90
2024-06-26 11:22:36,90
2024-06-26 11:22:52,90
2024-06-26 11:23:09,90
2024-06-26 11:23:25,90
2024-06-26 11:23:57,89
2024-06-26 11:23:58,89
2024-06-26 11:24:14,89
2024-06-26 11:24:31,89
2024-06-26 11:24:48,89
2024-06-26 11:25:05,89
2024-06-26 11:25:21,89
2024-06-26 11:25:37,89
2024-06-26 11:25:54,89
2024-06-26 11:26:10,89
2024-06-26 11:26:26,89
2024-06-26 11:26:42,89
2024-06-26 11:26:44,89
2024-06-26 11:27:00,89
2024-06-26 11:27:17,89
2024-06-26 11:27:32,89
2024-06-26 11:28:06,89
2024-06-26 11:28:22,89
2024-06-26 11:28:40,89
2024-06-26 11:28:55,89
2024-06-26 11:29:10,89
2024-06-26 11:29:27,89
2024-06-26 11:29:43,89
2024-06-26 11:29:45,89
2024-06-26 11:30:02,89
2024-06-26 11:30:18,89
2024-06-26 11:30:35,89
2024-06-26 11:30:51,88
2024-06-26 11:31:06,88
2024-06-26 11:31:24,88
2024-06-26 11:31:40,88
2024-06-26 11:31:56,88
2024-06-26 11:32:12,88
2024-06-26 11:32:14,88
2024-06-26 11:32:30,88
2024-06-26 11:32:46,88
2024-06-26 11:33:02,88
2024-06-26 11:33:19,88
2024-06-26 11:33:36,88
2024-06-26 11:33:52,88
2024-06-26 11:34:10,88
2024-06-26 11:34:25,87
2024-06-26 11:34:41,87
2024-06-26 11:34:57,87
2024-06-26 11:35:13,87
2024-06-26 11:35:15,87
2024-06-26 11:35:48,87
2024-06-26 11:36:05,87
2024-06-26 11:36:20,87
2024-06-26 11:36:37,87
2024-06-26 11:37:10,86
2024-06-26 11:37:26,86
2024-06-26 11:37:42,86
2024-06-26 11:37:44,86
2024-06-26 11:38:00,86
2024-06-26 11:38:17,86
2024-06-26 11:38:32,86
2024-06-26 11:38:50,86
2024-06-26 11:39:05,86
2024-06-26 11:39:22,86
2024-06-26 11:39:39,86
2024-06-26 11:39:55,85
2024-06-26 11:40:11,85
2024-06-26 11:40:27,85
2024-06-26 11:40:43,85
2024-06-26 11:40:46,85
2024-06-26 11:41:02,85
2024-06-26 11:41:17,85
2024-06-26 11:41:34,85
2024-06-26 11:41:51,84
2024-06-26 11:42:08,84
2024-06-26 11:42:24,84
2024-06-26 11:42:41,84
2024-06-26 11:42:55,84
2024-06-26 11:43:12,84
2024-06-26 11:43:28,84
2024-06-26 11:44:04,84
2024-06-26 11:44:18,84
2024-06-26 11:44:36,84
2024-06-26 11:44:52,84
2024-06-26 11:45:09,84
2024-06-26 11:45:25,84
2024-06-26 11:45:41,84
2024-06-26 11:45:57,84
2024-06-26 11:45:58,84
2024-06-26 11:46:15,84
2024-06-26 11:46:32,84
2024-06-26 11:46:47,84
2024-06-26 11:47:04,84
2024-06-26 11:47:21,84
2024-06-26 11:47:37,83
2024-06-26 11:47:55,83
2024-06-26 11:48:09,83
2024-06-26 11:48:26,83
2024-06-26 11:48:42,83
2024-06-26 11:48:44,83
2024-06-26 11:49:00,83
2024-06-26 11:49:17,83
2024-06-26 11:49:32,82
2024-06-26 11:49:49,83
2024-06-26 11:50:06,82
2024-06-26 11:50:22,82
2024-06-26 11:50:40,82
2024-06-26 11:50:54,82
2024-06-26 11:51:11,82
2024-06-26 11:51:27,82
2024-06-26 11:51:43,82
2024-06-26 11:51:45,82
2024-06-26 11:52:02,82
2024-06-26 11:52:19,82
2024-06-26 11:52:33,82
2024-06-26 11:52:51,82
2024-06-26 11:53:08,82
2024-06-26 11:53:24,82
2024-06-26 11:53:40,82
2024-06-26 11:53:56,82
2024-06-26 11:54:12,81
2024-06-26 11:54:28,81
2024-06-26 11:54:30,81
2024-06-26 11:54:46,81
2024-06-26 11:55:04,81
2024-06-26 11:55:19,81
2024-06-26 11:55:35,81
2024-06-26 11:55:53,81
2024-06-26 11:56:09,81
2024-06-26 11:56:25,80
2024-06-26 11:56:41,80
2024-06-26 11:56:57,80
2024-06-26 11:57:13,80
2024-06-26 11:57:16,80
2024-06-26 11:57:31,80
2024-06-26 11:57:47,80
2024-06-26 11:58:04,80
2024-06-26 11:58:21,80
2024-06-26 11:58:39,80
2024-06-26 11:58:54,80
2024-06-26 11:59:09,80
2024-06-26 11:59:26,80
2024-06-26 11:59:42,79
2024-06-26 11:59:44,79
2024-06-26 12:00:00,79
2024-06-26 12:00:17,79
2024-06-26 12:00:33,79
2024-06-26 12:00:48,79
2024-06-26 12:01:06,78
2024-06-26 12:01:22,79
2024-06-26 12:01:39,78
2024-06-26 12:01:55,78
2024-06-26 12:02:11,78
2024-06-26 12:02:27,78
2024-06-26 12:02:28,78
2024-06-26 12:02:45,78
2024-06-26 12:03:01,78
2024-06-26 12:03:17,78
2024-06-26 12:03:34,78
2024-06-26 12:03:51,78
2024-06-26 12:04:07,78
2024-06-26 12:04:23,78
2024-06-26 12:04:41,78
2024-06-26 12:04:57,78
2024-06-26 12:05:12,77
2024-06-26 12:05:29,77
2024-06-26 12:05:30,77
2024-06-26 12:05:48,77
2024-06-26 12:06:03,77
2024-06-26 12:06:19,77
2024-06-26 12:06:52,77
2024-06-26 12:07:09,77
2024-06-26 12:07:26,77
2024-06-26 12:07:42,77
2024-06-26 12:07:57,77
2024-06-26 12:12:23,75
2024-06-26 12:12:39,75
2024-06-26 12:12:57,75
2024-06-26 12:13:11,75
2024-06-26 12:13:27,75
2024-06-26 12:13:44,75
2024-06-26 12:13:45,74
2024-06-26 12:14:03,74
2024-06-26 12:14:18,74
2024-06-26 12:14:34,74
2024-06-26 12:14:51,74
2024-06-26 12:15:08,74
2024-06-26 12:15:24,74
2024-06-26 12:15:41,74
2024-06-26 12:15:57,74
2024-06-26 12:16:12,74
2024-06-26 12:16:14,74
2024-06-26 12:16:47,74
2024-06-26 12:17:37,73
2024-06-26 12:17:52,73
2024-06-26 12:18:10,73
2024-06-26 12:18:25,73
2024-06-26 12:18:42,73
2024-06-26 12:18:57,73
2024-06-26 12:18:59,73
2024-06-26 12:19:15,73
2024-06-26 12:19:32,73
2024-06-26 12:19:47,73
2024-06-26 12:20:05,72
2024-06-26 12:20:21,72
2024-06-26 12:20:39,72
2024-06-26 12:20:53,72
2024-06-26 12:21:11,72
2024-06-26 12:21:27,72
2024-06-26 12:21:42,72
2024-06-26 12:21:44,72
2024-06-26 12:22:00,72
2024-06-26 12:22:16,72
2024-06-26 12:22:33,72
2024-06-26 12:22:50,72
2024-06-26 12:23:07,72
2024-06-26 12:23:23,71
2024-06-26 12:23:38,71
2024-06-26 12:23:56,71
2024-06-26 12:24:12,71
2024-06-26 12:24:27,71
2024-06-26 12:24:29,71
2024-06-26 12:24:45,71
2024-06-26 12:25:02,71
2024-06-26 12:25:17,71
2024-06-26 12:25:35,70
2024-06-26 12:25:51,70
2024-06-26 12:26:08,70
2024-06-26 12:26:24,70
2024-06-26 12:26:40,70
2024-06-26 12:26:57,70
2024-06-26 12:27:13,70
2024-06-26 12:27:45,70
2024-06-26 12:27:47,70
2024-06-26 12:28:03,70
2024-06-26 12:28:20,70
2024-06-26 12:28:35,69
2024-06-26 12:28:53,69
2024-06-26 12:29:09,69
2024-06-26 12:29:26,69
2024-06-26 12:29:42,69
2024-06-26 12:29:59,69
2024-06-26 12:30:14,69
2024-06-26 12:30:30,69
2024-06-26 12:30:33,69
2024-06-26 12:30:48,69
2024-06-26 12:31:05,69
2024-06-26 12:31:20,69
2024-06-26 12:31:38,68
2024-06-26 12:31:54,68
2024-06-26 12:32:12,68
2024-06-26 12:32:27,68
2024-06-26 12:32:43,68
2024-06-26 12:32:59,68
2024-06-26 12:33:15,68
2024-06-26 12:33:18,68
2024-06-26 12:33:33,68
2024-06-26 12:33:50,68
2024-06-26 12:34:05,68
2024-06-26 12:34:23,67
2024-06-26 12:34:39,67
2024-06-26 12:34:56,67
2024-06-26 12:35:13,67
2024-06-26 12:35:28,67
2024-06-26 12:35:44,67
2024-06-26 12:36:00,67
2024-06-26 12:36:01,67
2024-06-26 12:36:18,67
2024-06-26 12:36:35,67
2024-06-26 12:36:53,67
2024-06-26 12:37:07,67
2024-06-26 12:37:24,67
2024-06-26 12:37:41,67
2024-06-26 12:37:57,66
2024-06-26 12:38:14,66
2024-06-26 12:38:29,66
2024-06-26 12:38:45,66
2024-06-26 12:38:46,66
2024-06-26 12:39:03,66
2024-06-26 12:39:20,66
2024-06-26 12:39:37,66
2024-06-26 12:39:52,66
2024-06-26 12:40:09,66
2024-06-26 12:40:26,66
2024-06-26 12:40:42,66
2024-06-26 12:40:59,66
2024-06-26 12:41:15,66
2024-06-26 12:41:30,66
2024-06-26 12:41:47,66
2024-06-26 12:41:48,65
2024-06-26 12:42:04,65
2024-06-26 12:42:21,65
2024-06-26 12:42:38,65
2024-06-26 12:42:55,65
2024-06-26 12:43:11,65
2024-06-26 12:43:26,65
2024-06-26 12:43:44,65
2024-06-26 12:44:00,65
2024-06-26 12:44:16,65
2024-06-26 12:44:32,65
2024-06-26 12:44:33,65
2024-06-26 12:44:50,65
2024-06-26 12:45:05,65
2024-06-26 12:45:23,65
2024-06-26 12:45:39,65
2024-06-26 12:45:57,65
2024-06-26 12:46:12,64
2024-06-26 12:46:28,64
2024-06-26 12:46:45,64
2024-06-26 12:47:01,64
2024-06-26 12:47:17,64
2024-06-26 12:47:33,64
2024-06-26 12:47:35,64
2024-06-26 12:47:52,64
2024-06-26 12:48:07,64
2024-06-26 12:48:24,64
2024-06-26 12:48:41,64
2024-06-26 12:48:57,64
2024-06-26 12:49:15,64
2024-06-26 12:49:30,64
2024-06-26 12:49:45,64
2024-06-26 12:50:02,63
2024-06-26 12:50:03,63
2024-06-26 12:50:19,63
2024-06-26 12:50:36,63
2024-06-26 12:50:53,63
2024-06-26 12:51:09,63
2024-06-26 12:51:27,63
2024-06-26 12:51:41,62
2024-06-26 12:51:59,62
2024-06-26 12:52:15,62
2024-06-26 12:52:31,62
2024-06-26 12:52:47,62
2024-06-26 12:52:49,62
2024-06-26 12:53:04,62
2024-06-26 12:53:21,62
2024-06-26 12:53:38,62
2024-06-26 12:53:54,62
2024-06-26 12:54:10,62
2024-06-26 12:54:27,62
2024-06-26 12:54:44,61
2024-06-26 12:55:00,61
2024-06-26 12:55:17,61
2024-06-26 12:55:32,61
2024-06-26 12:55:48,62
2024-06-26 12:56:06,61
2024-06-26 12:56:22,61
2024-06-26 12:56:39,61
2024-06-26 12:56:56,61
2024-06-26 12:57:13,61
2024-06-26 12:57:29,61
2024-06-26 12:57:44,61
2024-06-26 12:58:02,61
2024-06-26 12:58:18,61
2024-06-26 12:58:33,61
2024-06-26 12:58:36,61
2024-06-26 12:58:51,61
2024-06-26 12:59:08,61
2024-06-26 12:59:23,61
2024-06-26 12:59:41,61
2024-06-26 12:59:57,61
2024-06-26 13:00:15,61
2024-06-26 13:00:29,60
2024-06-26 13:00:47,60
2024-06-26 13:01:03,60
2024-06-26 13:01:18,60
2024-06-26 13:01:35,60
2024-06-26 13:01:36,60
2024-06-26 13:01:54,60
2024-06-26 13:02:09,60
2024-06-26 13:02:25,60
2024-06-26 13:02:42,60
2024-06-26 13:02:59,60
2024-06-26 13:03:15,60
2024-06-26 13:03:33,60
2024-06-26 13:03:47,60
2024-06-26 13:04:03,59
2024-06-26 13:04:05,59
2024-06-26 13:04:20,59
2024-06-26 13:04:38,59
2024-06-26 13:04:54,59
2024-06-26 13:05:11,59
2024-06-26 13:05:28,59
2024-06-26 13:05:44,59
2024-06-26 13:05:59,58
2024-06-26 13:06:17,58
2024-06-26 13:06:33,58
2024-06-26 13:06:48,59
2024-06-26 13:07:05,59
2024-06-26 13:07:07,59
2024-06-26 13:07:23,59
2024-06-26 13:07:39,59
2024-06-26 13:07:55,58
2024-06-26 13:08:12,58
2024-06-26 13:08:29,58
2024-06-26 13:08:45,58
2024-06-26 13:09:03,58
2024-06-26 13:09:17,58
2024-06-26 13:09:33,58
2024-06-26 13:09:50,58
2024-06-26 13:09:51,58
2024-06-26 13:10:08,58
2024-06-26 13:10:24,58
2024-06-26 13:10:41,58
2024-06-26 13:10:58,58
2024-06-26 13:11:14,58
2024-06-26 13:11:29,58
2024-06-26 13:11:47,58
2024-06-26 13:12:03,57
2024-06-26 13:12:18,57
2024-06-26 13:12:35,57
2024-06-26 13:12:36,57
2024-06-26 13:12:54,57
2024-06-26 13:13:09,57
2024-06-26 13:13:26,57
2024-06-26 13:13:42,57
2024-06-26 13:13:59,56
2024-06-26 13:14:16,56
2024-06-26 13:14:32,56
2024-06-26 13:14:47,56
2024-06-26 13:15:03,56
2024-06-26 13:15:20,56
2024-06-26 13:15:21,56
2024-06-26 13:15:38,56
2024-06-26 13:15:54,56
2024-06-26 13:16:11,56
2024-06-26 13:16:26,56
2024-06-26 13:16:44,56
2024-06-26 13:17:00,56
2024-06-26 13:17:17,56
2024-06-26 13:17:33,55
2024-06-26 13:17:49,55
2024-06-26 13:18:05,55
2024-06-26 13:18:06,55
2024-06-26 13:18:22,55
2024-06-26 13:18:39,55
2024-06-26 13:18:56,55
2024-06-26 13:19:14,55
2024-06-26 13:19:29,55
2024-06-26 13:19:44,54
2024-06-26 13:20:02,54
2024-06-26 13:20:18,54
2024-06-26 13:20:34,54
2024-06-26 13:20:50,54
2024-06-26 13:21:06,54
2024-06-26 13:21:09,54
2024-06-26 13:21:24,54
2024-06-26 13:21:40,54
2024-06-26 13:21:57,54
2024-06-26 13:22:14,54
2024-06-26 13:22:30,54
2024-06-26 13:22:48,54
2024-06-26 13:23:03,54
2024-06-26 13:23:18,54
2024-06-26 13:23:35,54
2024-06-26 13:23:51,54
2024-06-26 13:23:53,54
2024-06-26 13:24:10,54
2024-06-26 13:24:26,53
2024-06-26 13:24:41,53
2024-06-26 13:24:59,53
2024-06-26 13:25:15,53
2024-06-26 13:25:32,53
2024-06-26 13:25:48,53
2024-06-26 13:26:04,53
2024-06-26 13:26:20,53
2024-06-26 13:26:21,53
2024-06-26 13:26:38,53
2024-06-26 13:26:53,53
2024-06-26 13:27:11,52
2024-06-26 13:27:27,52
2024-06-26 13:27:45,52
2024-06-26 13:28:00,52
2024-06-26 13:28:16,52
2024-06-26 13:28:33,52
2024-06-26 13:28:49,52
2024-06-26 13:29:05,52
2024-06-26 13:29:23,52
2024-06-26 13:29:39,52
2024-06-26 13:29:55,52
2024-06-26 13:30:12,52
2024-06-26 13:30:29,52
2024-06-26 13:30:45,52
2024-06-26 13:31:03,52
2024-06-26 13:31:18,52
2024-06-26 13:31:33,52
2024-06-26 13:31:50,52
2024-06-26 13:32:06,52
2024-06-26 13:32:08,52
2024-06-26 13:32:24,52
2024-06-26 13:32:42,52
2024-06-26 13:32:56,52
2024-06-26 13:33:14,52
2024-06-26 13:33:30,52
2024-06-26 13:33:47,52
2024-06-26 13:34:03,52
2024-06-26 13:34:19,52
2024-06-26 13:34:35,52
2024-06-26 13:34:36,52
2024-06-26 13:34:52,52
2024-06-26 13:35:09,52
2024-06-26 13:35:26,51
2024-06-26 13:35:42,51
2024-06-26 13:36:00,51
2024-06-26 13:36:14,51
2024-06-26 13:36:32,51
2024-06-26 13:36:48,51
2024-06-26 13:37:04,51
2024-06-26 13:37:20,50
2024-06-26 13:37:36,50
2024-06-26 13:37:39,50
2024-06-26 13:37:54,50
2024-06-26 13:38:10,50
2024-06-26 13:38:27,50
